IDTRANS,NSERIE,SERIE,NUMTIKET,NUMBARRA,NNUMBARRA,FECHA,JORNADA,CREDITO,NCREDITO,NUMCLIE,PUNTOVENTA,NPUNTOVENTA,NUMCUEN,NNUMCUEN,SERVICIO,NSERVICIO,ALMACEN,NALMACEN,CABIMPORTE,CABDESCUENTO,CABNETO,CAMARERO,NCAMARERO,MACROGRUPO,NMACROGRUPO,GRUPO,NGRUPO,FAMILIA,NFAMILIA,TIPOPRODUCTO,NTIPOPRODUCTO,PRODUCTO,NPRODUCTO,CANTIDAD,PRECIO,IVA,IMPORTE,IMPORTESINIVA,DESCUENTO,IMPORTEDESCUENTO,IMPORTESINIVADESCUENTO,ANULADA,FORMATO,NFORMATO,TIENDA,ESTABLECIMIENTO,CTACONTABLE,CECO,NIFCLIENTE,NOMBRECLIENTE,VENCIMIENTO,PROMOCION,COMENSALES,COSTE,OBSERVACIONES,Turno,Denominacion 2,Factura,Motivo
,,5,5152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,204,Chupito l43 chocolate,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,-1.0,22.5,21.0,-22.5,-18.595041,-0.0,-22.5,-18.595041,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Entr. Standard,,,,,2599,Entrada visita premium exp43NEW,1.0,22.5,21.0,22.5,18.595041,0.0,22.5,18.595041,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,206,Cata L43 Original,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,204,Chupito l43 chocolate,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,207,Mini Carajillo 43,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,208,Mini Ginger 43,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,927,KIT VISITA PREMIUM,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,1.21,,,,,
,,5,5153,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,128,TASTING GLASS 2CL,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Entr. Standard,,,,,2599,Entrada visita premium exp43NEW,6.0,22.5,21.0,135.0,111.570248,0.0,135.0,111.570248,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licor43,,,,,206,Cata L43 Original,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licor43,,,,,204,Chupito l43 chocolate,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licor43,,,,,207,Mini Carajillo 43,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licor43,,,,,208,Mini Ginger 43,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Guest Supplies,,,,,927,KIT VISITA PREMIUM,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,1.21,,,,,
,,1,24415,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Guest Supplies,,,,,128,TASTING GLASS 2CL,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Entr. Standard,,,,,2599,Entrada visita premium exp43NEW,6.0,22.5,21.0,135.0,111.570248,0.0,135.0,111.570248,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licor43,,,,,206,Cata L43 Original,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licor43,,,,,204,Chupito l43 chocolate,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licor43,,,,,207,Mini Carajillo 43,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Licor43,,,,,208,Mini Ginger 43,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Guest Supplies,,,,,927,KIT VISITA PREMIUM,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,1.21,,,,,
,,6,152,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,6,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Guest Supplies,,,,,128,TASTING GLASS 2CL,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,B30709729,"ZAMORA COMPANY ESPAÑA, S.L.U.",,,,,,,,,
,,1,24416,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,135.0,,111.570248,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,135.0,21.0,135.0,111.570248,0.0,135.0,111.570248,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Entr. Standard,,,,,2599,Entrada visita premium exp43NEW,-6.0,22.5,21.0,-135.0,-111.570248,-0.0,-135.0,-111.570248,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Licor43,,,,,206,Cata L43 Original,-6.0,0.0,21.0,-0.0,-0.0,-0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,-6.0,0.0,21.0,-0.0,-0.0,-0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Licor43,,,,,204,Chupito l43 chocolate,-6.0,0.0,21.0,-0.0,-0.0,-0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Licor43,,,,,207,Mini Carajillo 43,-6.0,0.0,21.0,-0.0,-0.0,-0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Licor43,,,,,208,Mini Ginger 43,-6.0,0.0,21.0,-0.0,-0.0,-0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,-6.0,0.0,21.0,-0.0,-0.0,-0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,-12.0,0.0,21.0,-0.0,-0.0,-0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Guest Supplies,,,,,927,KIT VISITA PREMIUM,-6.0,0.0,21.0,-0.0,-0.0,-0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,1.21,,,,,
,,2,362,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Guest Supplies,,,,,128,TASTING GLASS 2CL,-12.0,0.0,21.0,-0.0,-0.0,-0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,363,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,-135.0,,-111.570248,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,-1.0,135.0,21.0,-135.0,-111.570248,-0.0,-135.0,-111.570248,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24417,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,37.95,,31.363636,,,,,,Licor43,,,,,3,Licor 43 1,1.0,18.35,21.0,18.35,15.165289,0.0,18.35,15.165289,,,,1,Experiencia 43,,,1234,cliente contado,,,,18.4525,,,,,
,,1,24417,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,37.95,,31.363636,,,,,,Licor43,,,,,702,Licor 43 creme brulee 0.7,1.0,19.6,21.0,19.6,16.198347,0.0,19.6,16.198347,,,,1,Experiencia 43,,,1234,cliente contado,,,,14.6652,,,,,
,,1,24418,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,37.95,,31.363636,,,,,,Licor43,,,,,100,Licor 43 chocolate 0.7,1.0,18.35,21.0,18.35,15.165289,0.0,18.35,15.165289,,,,1,Experiencia 43,,,1234,cliente contado,,,,14.6652,,,,,
,,1,24418,2,Degustación Experiencia 43 Fábrica,11/8/2025 00:00,11/8/2025,,,1,,,,,3,EXPERIENCIA,,,37.95,,31.363636,,,,,,Licor43,,,,,702,Licor 43 creme brulee 0.7,1.0,19.6,21.0,19.6,16.198347,0.0,19.6,16.198347,,,,1,Experiencia 43,,,1234,cliente contado,,,,14.6652,,,,,
,,1,24419,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,81.5,,67.355372,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,81.5,21.0,81.5,67.355372,0.0,81.5,67.355372,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24421,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,90.0,,74.380165,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,90.0,21.0,90.0,74.380165,0.0,90.0,74.380165,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24422,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,90.0,,74.380165,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,90.0,21.0,90.0,74.380165,0.0,90.0,74.380165,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24420,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,45.0,21.0,45.0,37.190083,0.0,45.0,37.190083,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24423,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,90.0,,74.380165,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,90.0,21.0,90.0,74.380165,0.0,90.0,74.380165,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24424,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,119.5,,98.760331,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,119.5,21.0,119.5,98.760331,0.0,119.5,98.760331,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24425,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,90.0,,74.380165,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,90.0,21.0,90.0,74.380165,0.0,90.0,74.380165,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24426,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,4,WALK IN,,,94.35,,77.975207,,,,,,Licor43,,,,,6,Licor 43 1.75,2.0,30.0,21.0,60.0,49.586777,0.0,60.0,49.586777,,,,1,Experiencia 43,,,1234,cliente contado,,,,35.7676,,,,,
,,1,24426,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,4,WALK IN,,,94.35,,77.975207,,,,,,Licor43,,,,,3,Licor 43 1,1.0,18.35,21.0,18.35,15.165289,0.0,18.35,15.165289,,,,1,Experiencia 43,,,1234,cliente contado,,,,18.4525,,,,,
,,1,24426,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,4,WALK IN,,,94.35,,77.975207,,,,,,Vajilla,,,,,622,L43 glass medium + box,2.0,8.0,21.0,16.0,13.22314,0.0,16.0,13.22314,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Entr. Standard,,,,,2599,Entrada visita premium exp43NEW,1.0,22.5,21.0,22.5,18.595041,0.0,22.5,18.595041,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Licor43,,,,,206,Cata L43 Original,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Licor43,,,,,204,Chupito l43 chocolate,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Licor43,,,,,207,Mini Carajillo 43,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Licor43,,,,,208,Mini Ginger 43,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Guest Supplies,,,,,927,KIT VISITA PREMIUM,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,1.21,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Guest Supplies,,,,,128,TASTING GLASS 2CL,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Entr. Standard,,,,,2611,Entrada visita premium PRESENTACION NEW,1.0,22.5,21.0,22.5,18.595041,0.0,22.5,18.595041,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Cocteles clásicos con nuestro twist,,,,,703,Coctel ginger 43,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Cocteles clásicos con nuestro twist,,,,,704,Coctel Carajillo 43,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Guest Supplies,,,,,927,KIT VISITA PREMIUM,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,1.21,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,24427,2,Degustación Experiencia 43 Fábrica,12/8/2025 00:00,12/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
